,name,album,artist,release_date,popularity,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
26,Fresh,Monstercat 005 - Evolution,Various Artists,2012-02-13,0,6BxufKoiN2MpuqqnNYcuQA,0.524,0.876,4,-7.454,0,0.0358,4.9e-05,0.812,0.4,0.295,140.051,335071,4
27,Follow Me,Monstercat 005 - Evolution,Various Artists,2012-02-13,0,05a7HoCScUnaRvJ3zKFyeZ,0.575,0.798,2,-7.194,0,0.0662,0.00269,0.138,0.0681,0.162,76.956,260975,4
28,Pushed Away,Monstercat 005 - Evolution,Monstercat,2012-02-21,9,7FUuk7R4CJkWx5aK4vqJvK,0.647,0.539,4,-11.095,0,0.131,0.162,0.000426,0.179,0.433,74.973,244033,4
29,Let It Roar,Monstercat 005 - Evolution,Various Artists,2012-02-13,0,1Z4zRAEHNGDiQGhKJKd2lS,0.597,0.93,1,-4.809,1,0.178,0.00492,0.679,0.266,0.2,140.051,346286,4
30,Substance,Monstercat 005 - Evolution,Various Artists,2012-02-13,0,1HAVTSUSrwaAcrMZsOwXLD,0.682,0.74,0,-4.369,1,0.0524,0.000424,0.822,0.063,0.68,142.002,192680,4
31,Killin It,Monstercat 005 - Evolution,Various Artists,2012-02-13,0,1KGmDyGbglURajnaXkQAM4,0.512,0.911,11,-2.526,1,0.0379,0.00107,0.0019,0.0612,0.199,159.953,207020,4
32,Illusion,Monstercat 005 - Evolution,Various Artists,2012-02-13,0,5jd4IFgmR8zPP2g9a0WS3E,0.777,0.975,10,-4.154,1,0.0469,0.0214,0.666,0.155,0.792,140.041,211295,4
33,Who We Are,Monstercat 005 - Evolution,Various Artists,2012-02-13,0,0PZOWtW7Hg8gEhXcQaHXlY,0.63,0.471,7,-13.236,0,0.0521,0.000369,0.76,0.32,0.175,140.01,280732,4
34,Bang,Monstercat 006 - Embrace,Various Artists,2012-04-13,0,0kyUJIbsRY48fpQ7d9g1i0,0.584,0.594,4,-6.669,0,0.169,3.48e-05,0.206,0.108,0.244,139.912,230000,4
35,Gunpoint (Vip Mix),Monstercat 006 - Embrace,Various Artists,2012-04-13,0,7irDBRq1KZw6r6cssRJEHI,0.525,0.977,4,-5.252,0,0.0918,0.000561,0.368,0.227,0.2,140.036,252000,4
36,For the Stars,Monstercat 006 - Embrace,Various Artists,2012-04-13,0,1Q697cUcKq3h78Ux9IlwtI,0.319,0.784,9,-5.178,0,0.0363,0.0273,0.0212,0.0843,0.245,139.867,291436,4
37,The Alchemist's Nightmare,Monstercat 006 - Embrace,Various Artists,2012-04-13,0,6hfrIYdGYMzJUEaZj2koyf,0.396,0.873,4,-4.914,0,0.104,0.00303,0.00281,0.313,0.147,140.026,220000,4
38,Thundergun,Monstercat 006 - Embrace,Various Artists,2012-04-13,0,2XbF32Nwvi5Kz7BRR4cIGz,0.527,0.846,2,-7.215,1,0.0377,4.76e-05,0.913,0.114,0.065,140.008,280000,4
39,Talent Goes By,Monstercat 006 - Embrace,Various Artists,2012-04-13,0,27Uz9gSMNzDRhwtgUvy5V8,0.206,0.524,10,-8.42,0,0.0373,0.016,0.159,0.0799,0.424,64.049,250304,4
40,To the Limit,Monstercat 007 - Solace,Various Artists,2012-06-06,0,5qAsZzYrYzVYYRxzjFodpm,0.6,0.827,5,-3.943,0,0.0287,0.000177,0.0927,0.339,0.558,139.989,293156,4
41,Rewel,Monstercat 007 - Solace,Various Artists,2012-06-06,0,7jJRZLZoRpSuR9DPh4SFPz,0.567,0.81,6,-6.297,1,0.0615,0.00198,0.36,0.125,0.118,140.093,226290,4
42,Breakdown,Monstercat 007 - Solace,Various Artists,2012-06-06,0,37MV7g4WdKPP2wyzMFRuOI,0.544,0.539,6,-10.697,0,0.042,0.00647,0.139,0.863,0.31,69.96,288000,4
43,Free My World,Monstercat 008 - Anniversary,Various Artists,2012-07-25,0,6Jwk2u5BXfBZLwhUm9c71r,0.514,0.796,2,-8.329,0,0.0429,0.000663,0.827,0.0506,0.0784,105.037,339000,3
44,Daybreak,Monstercat 008 - Anniversary,Various Artists,2012-07-25,0,4UGVWZ306RouC7fr6Vi6tU,0.472,0.864,5,-5.278,0,0.0934,0.00759,9.38e-06,0.178,0.255,140.162,201595,4
45,Live It Up,Monstercat 008 - Anniversary,Various Artists,2012-07-25,0,7935YLeKcEF7F5opEbnX8O,0.523,0.927,11,-6.646,0,0.0367,0.000364,0.498,0.0705,0.315,139.97,289000,4
46,Saga,Monstercat 008 - Anniversary,Various Artists,2012-07-25,0,4XpfZaaS9S3yrMDPCS0reZ,0.456,0.583,4,-8.418,0,0.0344,0.000521,0.908,0.0898,0.134,139.92,289714,4
47,Vice,Monstercat 008 - Anniversary,Various Artists,2012-07-25,0,6R6Sbs3XQbiZr4BwF7cFPV,0.553,0.938,11,-5.748,0,0.0852,0.000276,0.0468,0.107,0.0326,138.946,287619,4
48,Don't Push Me,Monstercat 008 - Anniversary,Various Artists,2012-07-25,0,0PTgVbywUT3Ez8M2pmwh0V,0.554,0.854,5,-4.781,0,0.0336,0.0025,0.000206,0.139,0.624,140.027,298429,4
49,Outside the Box,Monstercat 009 - Reunion,Various Artists,2012-09-12,0,12n5m2Hd2rUe7BrrKEj9BW,0.62,0.89,10,-5.092,1,0.038,0.00805,0.366,0.106,0.0757,140.0,308580,4
50,Awesome to the Max,Monstercat 009 - Reunion,Various Artists,2012-09-12,0,1xqmEK0N46Rr0Z5QqVbxzj,0.386,0.774,6,-5.621,0,0.0353,0.000132,0.74,0.128,0.0368,140.098,233696,4
51,The Phoenix,Monstercat 010 - Conquest,Various Artists,2012-10-31,0,2eUwxYDiBloFveLJSjfnCi,0.502,0.88,1,-7.202,0,0.169,0.0566,0.0477,0.0677,0.227,139.921,322911,4
52,Self Destruct,Monstercat 010 - Conquest,Various Artists,2012-10-31,0,3Uhfd2kI3JAF39bmNPav6r,0.544,0.982,4,-3.812,0,0.088,0.00427,0.744,0.312,0.331,140.044,212571,4
53,Essence,Monstercat 010 - Conquest,Various Artists,2012-10-31,0,0wDWTWVbZRoU4Ik80DXXqb,0.726,0.749,1,-10.83,1,0.0955,0.272,0.801,0.107,0.0398,140.001,293143,4
54,Singularity,Monstercat 011 - Revolution,Various Artists,2012-12-19,0,59fKovvniwdpw4Ad4wGWAi,0.286,0.979,7,-5.926,1,0.218,0.000167,0.843,0.36,0.0991,140.026,264683,4
55,Cosmic Ray,Monstercat 011 - Revolution,Various Artists,2012-12-19,0,7IQvq2bCMGBqlgCwFU8Ml7,0.403,0.932,6,-2.332,1,0.116,0.00084,5.43e-05,0.397,0.222,139.048,233353,4
56,Precipitate,Monstercat 011 - Revolution,Various Artists,2012-12-19,0,2MqehJgAUyYFmjIgytn37x,0.434,0.791,4,-7.234,0,0.0528,0.00761,0.00618,0.402,0.206,139.744,343857,4
57,Night Rider (feat. Phoebe Ray),Monstercat 012 - Aftermath,Various Artists,2013-03-11,0,62tS40xGuexyn82lK8KFea,0.472,0.843,4,-4.131,0,0.0472,0.0129,0.0,0.227,0.306,140.067,234001,4
58,Hummingbird,Monstercat 012 - Aftermath,Various Artists,2013-03-11,0,7FKE6EdF8Y9D34tF634aNV,0.553,0.786,2,-5.362,0,0.0312,0.178,0.00847,0.106,0.247,139.996,334720,4
59,Lilith,Monstercat 012 - Aftermath,Various Artists,2013-03-11,0,7osOBKEOPL7mSrg6P0Ohb7,0.521,0.895,4,-5.833,0,0.0314,0.0175,0.887,0.0889,0.0384,139.958,284544,4
60,Exogenesis,Monstercat 012 - Aftermath,Various Artists,2013-03-11,0,7lZni8yv8FMx7120C7uF1V,0.559,0.915,6,-4.037,0,0.0961,0.00111,0.039,0.0852,0.0507,140.081,305644,4
61,Whip-It,Monstercat 012 - Aftermath,Various Artists,2013-03-11,0,1uGKRiXsY45TjjhgHqxFXT,0.448,0.91,2,-3.033,1,0.109,2.49e-05,0.729,0.685,0.498,172.981,271908,4
62,Truth (Dabin Remix),Monstercat 013 - Awakening,Various Artists,2013-06-10,0,0ogrMxcNZc3iRxYwMuKe6M,0.452,0.748,8,-4.748,0,0.0323,0.00762,1.34e-05,0.572,0.183,140.059,312744,4
63,Heartbeat (Rameses B Remix) [feat. Collin McLoughlin],Monstercat 013 - Awakening,Various Artists,2013-06-10,0,7fKHTEf0znt7BLpg0qAHEe,0.568,0.936,0,-5.209,0,0.112,0.0161,0.0421,0.371,0.34,140.003,281125,4
64,Together,Monstercat 013 - Awakening,Various Artists,2013-06-10,0,5Fmu4AsDhIdo6fPhcr2GtM,0.535,0.907,6,-8.187,0,0.0388,0.00132,0.288,0.26,0.0529,139.977,262286,4
65,No Fire (feat. Rachel Hirons),Monstercat 013 - Awakening,Various Artists,2013-06-10,0,6ZaiiaMZoUDR2nPtWKWxt5,0.528,0.889,9,-3.949,0,0.0593,0.0291,6.37e-06,0.0741,0.185,140.033,243189,4
66,Blossom,Monstercat 014 - Discovery,Various Artists,2013-09-02,0,13H0KlqVctKdFvQD5X5S4E,0.649,0.747,6,-7.714,0,0.0488,0.027,0.0755,0.0887,0.225,140.027,357000,4
67,Leophant,Monstercat 014 - Discovery,Various Artists,2013-09-02,0,5L4plZGTeZIamqTR2pJYTM,0.537,0.85,1,-5.589,0,0.0645,0.0208,0.00175,0.269,0.341,139.975,279446,4
68,Men & Machines,Monstercat 014 - Discovery,Monstercat,2013-09-02,7,0oM8ifxdEAxGhbdVvFwayu,0.574,0.934,2,-3.676,1,0.0342,0.0233,0.284,0.277,0.36,140.023,256724,4
69,"One for All, All for One",Monstercat 014 - Discovery,Various Artists,2013-09-02,0,4vn2fluXTAy82SEiMwz3LS,0.55,0.941,0,-3.128,0,0.0849,0.0182,0.00375,0.312,0.351,145.006,260276,4
70,Calm Down,Monstercat 014 - Discovery,Various Artists,2013-09-02,0,4medm8UBgeJsOz8s77lBSp,0.546,0.676,5,-4.864,0,0.0256,0.359,9.02e-05,0.207,0.18,139.956,310285,4
71,Seeking of the Truth (feat. Taryn Manning),Monstercat 014 - Discovery,Various Artists,2013-09-02,0,1tvoHKyCur00r87yfRma2k,0.581,0.804,7,-4.13,0,0.068,0.0664,0.000729,0.102,0.304,139.854,327240,4
72,Scorpion Pit - VIP Mix,Monstercat 015 - Outlook,Monstercat,2013-11-20,4,5vmP6g8bCoQAH77qVSeZWs,0.439,0.913,1,-2.642,1,0.158,0.000577,0.594,0.288,0.297,140.208,243861,4
73,Elements,Monstercat 015 - Outlook,Monstercat,2013-11-20,7,5a0s68Hn6dZnq2T7ZrRHwt,0.433,0.821,8,-5.692,1,0.0395,0.00027,0.0205,0.361,0.101,139.901,377273,4
74,Drop That Child,Monstercat 015 - Outlook,Monstercat,2013-11-20,6,3BidhfMRjbXJRYlVxAbeh5,0.665,0.974,7,-3.699,1,0.114,0.0201,0.00566,0.145,0.376,105.05,224571,3
75,Feel Alive,Monstercat 015 - Outlook,Monstercat,2013-11-20,6,3S6tdeVsWpZDeBkq3t6mqx,0.664,0.537,9,-7.25,0,0.0496,0.222,0.00139,0.201,0.101,139.999,235700,4
76,Transformations (feat. Laura Brehm),Monstercat 016 - Expedition,Various Artists,2014-02-26,0,5nJvN4zWxlEVeNEVovgIuA,0.552,0.85,9,-5.847,0,0.0729,0.0625,0.00188,0.223,0.19,140.029,342000,4
77,The Scarlet Dawn,Monstercat 016 - Expedition,Various Artists,2014-02-26,0,6rlC8Bu8JKkk5PTXHxf3wG,0.528,0.864,2,-4.184,1,0.0338,0.00351,0.832,0.115,0.152,139.986,205314,4
78,Eagle Eyes (feat. Emel),Monstercat 017 - Ascension,Various Artists,2014-05-21,0,18szTJUuJMX3yABKcMl4B3,0.299,0.809,0,-4.76,1,0.0567,0.00129,0.00877,0.327,0.0582,138.804,344571,4
79,One Night Only (feat. Yohamna Solange),Monstercat 017 - Ascension,Various Artists,2014-05-21,0,2SsKj9v9mg0fs3YesH5pkj,0.439,0.89,0,-3.851,1,0.051,0.000964,0.0384,0.286,0.37,150.041,245830,4
80,Quantum (Virtual Riot Remix),Monstercat 017 - Ascension,Various Artists,2014-05-21,0,1CAoz3wiciWyjYnbQF6FkA,0.625,0.672,1,-6.521,1,0.0725,0.0599,0.000179,0.102,0.303,139.895,291500,4
81,Moonlight (feat. Aloma Steele),Monstercat 017 - Ascension,Various Artists,2014-05-21,0,4plEBM5RxBg3IevG0k289T,0.536,0.9,8,-4.595,0,0.0585,0.0352,0.0181,0.103,0.186,140.076,240239,4
82,Here It Comes,Monstercat 018 - Frontier,Various Artists,2014-08-06,0,6oYh64r9JOUHFdUBc6ZJsT,0.386,0.958,7,-1.778,0,0.2,0.0196,0.00158,0.23,0.487,150.114,213600,4
83,Follow You (VIP Mix) [feat. Danyka Nadeau],Monstercat 018 - Frontier,Various Artists,2014-08-06,0,6kiTly63h2S8z48ya6fAUk,0.563,0.79,5,-6.554,0,0.0596,0.0141,0.00261,0.0989,0.199,140.045,330857,4
84,Better World,Monstercat 018 - Frontier,Various Artists,2014-08-06,0,74cJO5XApejog51Z6DTZa2,0.74,0.66,6,-7.106,1,0.0468,0.016,0.0299,0.11,0.0802,138.043,253043,4
85,Gunmetal Black,Monstercat 018 - Frontier,Various Artists,2014-08-06,0,2WIjO0nCs8tZ5og2cJmmex,0.517,0.855,10,-5.919,0,0.0475,0.00184,0.565,0.106,0.363,140.094,215864,4
86,Skybreaker,Monstercat 018 - Frontier,Various Artists,2014-08-06,0,5zyB6JyFBGR8PzaqtsJxCW,0.573,0.945,1,-3.751,1,0.0385,0.00012,0.938,0.142,0.0479,140.036,307984,4
87,Believe (feat. Connor Zwetsch),Monstercat 018 - Frontier,Various Artists,2014-08-06,0,56MVvpk3w4FeCkN7IcnhbY,0.49,0.796,10,-5.253,0,0.0463,0.0125,0.00303,0.107,0.278,139.949,296112,4
88,Turn Around,Monstercat 019 - Endeavour,Various Artists,2014-10-19,0,75drICkSA4Qz3GKqQU5IPB,0.62,0.962,2,-3.993,1,0.0835,0.000135,0.0054,0.0566,0.194,146.075,299700,4
89,Snowblind (feat. Tasha Baxter),Monstercat 019 - Endeavour,Various Artists,2014-10-19,0,7uokNzbgtsV5FlNc4FcmCv,0.534,0.927,6,-3.854,0,0.119,0.00347,0.000123,0.114,0.231,138.036,347826,4
90,Contact,Monstercat 020 - Altitude,Various Artists,2014-12-14,0,5BLmSKnRbLxWV3MwwsqFz4,0.596,0.901,1,-6.216,1,0.104,0.0191,0.00399,0.105,0.393,127.964,327184,4
91,Fairytaler,Monstercat 022 - Contact,Various Artists,2015-06-03,0,3a6NjzYv2XB30Mnih6wE6w,0.423,0.756,5,-6.168,0,0.0566,0.000213,0.502,0.107,0.0975,72.528,193829,4
92,Way Too Deep,Monstercat 022 - Contact,Various Artists,2015-06-03,0,4dG8UlbegEBvmRZXvIBYwY,0.537,0.758,11,-3.941,1,0.0406,0.00279,9.83e-05,0.153,0.145,139.955,342003,4
93,Amor (feat. Syrin),Monstercat 024 - Vanguard,Various Artists,2015-11-02,0,2Co9N0hAA2Ln3L71Pj6zKh,0.503,0.774,6,-5.147,0,0.0736,0.0178,0.000806,0.114,0.398,140.037,335121,4
94,Atlantis,Monstercat 024 - Vanguard,Various Artists,2015-11-02,0,5mIAJC22ZpjaoJONTe2QxQ,0.416,0.615,8,-4.907,1,0.0491,0.321,3.35e-05,0.108,0.0571,140.296,364887,4
95,Your Time (feat. KIELY),Monstercat 025 - Threshold,Various Artists,2015-12-18,0,2QRZXIiCGTJAy9KBpQ0e16,0.367,0.926,2,-3.058,0,0.0455,0.0118,0.529,0.116,0.159,148.035,276487,4
96,Ison,Monstercat 025 - Threshold,Various Artists,2015-12-18,0,2nU8mfgCex4DLIgJUsWQvG,0.373,0.872,1,-5.333,1,0.159,0.002,0.884,0.167,0.123,140.044,331964,4
97,Fell Down (feat. Holly Drummond),Monstercat 026 - Resistance,Various Artists,2016-03-21,0,74V2aMrXUlS4Rvxu8DdEhW,0.456,0.546,2,-5.559,1,0.0319,0.025,1.23e-06,0.121,0.224,138.175,281321,4
98,Superstar (feat. Krewella),Monstercat 027 - Cataclysm,Various Artists,2016-06-03,0,50OHtzBWBmVvjvO6BtWecB,0.533,0.888,5,-2.8,0,0.0701,0.0499,1.5e-06,0.114,0.505,150.086,204800,4
99,Emptiness,Monstercat 027 - Cataclysm,Various Artists,2016-06-03,0,2C2CQCKII9pxQvL3aswXDD,0.66,0.886,3,-4.12,0,0.0485,0.14,0.0623,0.223,0.353,139.978,224281,4
