,name,album,artist,release_date,popularity,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
4,Jardin d'hiver,Raconte-moi... (Bonus Edition),Stacey Kent,2010-03-22,52,5W5KoX8HtREvMD6Z22Br4u,0.788,0.135,1,-19.976,0,0.0353,0.492,0.0203,0.246,0.597,99.961,214003,4
5,We Might As Well Dance,Anthem,Madeleine Peyroux,2018-08-31,55,0kPWIQGElJzq2p4BxvFdai,0.65,0.307,10,-12.014,0,0.0639,0.921,0.000655,0.111,0.231,89.862,194310,4
6,Sakta vi gå genom stan,Ahh! Monica!,Monica Zetterlund,1962-04-03,44,5gBWGTO2prExy9yVwhUbOU,0.467,0.335,7,-8.586,1,0.0485,0.804,0.0,0.109,0.221,107.657,202360,5
7,Stop! In the Name of Love,Grand Songs,Lisa Ekdahl,2021-10-08,33,1x98btCc5EIiCLIxC79kge,0.729,0.229,7,-12.156,0,0.0317,0.949,0.0669,0.131,0.364,107.969,229480,4
8,Dream a Little Dream,Dream a Little Dream,Pink Martini,2014,35,1ujdEVVNJI9Wuyg5d8pryR,0.602,0.175,1,-13.25,1,0.0468,0.963,0.0,0.0948,0.158,98.988,233160,4
9,La vie en rose,de l'accordeoniste a milord,Édith Piaf,1986,58,4FmiciU3ZmfgABlbCSXcWw,0.39,0.302,8,-8.687,1,0.0321,0.984,0.0,0.0871,0.422,82.52,186973,4
10,When I Fell for You,When I Fell for You,David Hazeltine,2022-02-11,57,5o7zflAK8LxDYuqpSDmwhM,0.471,0.283,1,-15.997,1,0.0308,0.927,0.671,0.13,0.23,130.373,322362,4
11,I Love Paris,Gypsy Jazz Caravan III,Gypsy Jazz Caravan,2013-03-12,46,6DH3tZeaV2AZuaCJcdidRd,0.786,0.338,0,-14.19,1,0.234,0.542,0.00987,0.109,0.56,113.878,215413,4
12,From Paris With Love - Single Version,Sunset In The Blue,Melody Gardot,2020-10-23,53,49UeyKygzNO99mDvFNam8G,0.198,0.294,10,-11.574,0,0.0336,0.305,0.0193,0.129,0.162,169.713,286863,3
13,Everybody Loves Somebody,Everybody Loves Somebody,Dean Martin,1964,65,5I9sHwLDX28tLtzVgKLtpr,0.366,0.391,3,-12.322,1,0.0425,0.854,0.0,0.352,0.461,119.182,164547,3
14,Dream A Little Dream Of Me,What A Wonderful World,Louis Armstrong,1968,60,1DQJd9IyanAqaQ04DItMt6,0.462,0.238,2,-16.032,1,0.0723,0.515,0.0,0.213,0.399,93.388,194840,4
15,Sway,Michael Bublé,Michael Bublé,2003,71,2ajUl8lBLAXOXNpG4NEPMz,0.713,0.639,2,-5.529,0,0.0313,0.753,0.0,0.0878,0.737,125.959,188067,4
16,The Look Of Love,The Look Of Love,Diana Krall,2001-01-01,60,3CDHydgW0ssTh59f0jy1y3,0.58,0.299,10,-13.03,1,0.0269,0.699,0.00386,0.0805,0.364,93.037,282000,4
17,Beyond the Sea,That's All,Bobby Darin,1959,66,3KzgdYUlqV6TOG7JCmx2Wg,0.521,0.516,2,-7.456,0,0.0369,0.723,0.0,0.257,0.569,136.483,172480,4
18,Solitude,Solitude,Billie Holiday,1956-01-01,62,30QD4VRP9yEneOh0eGTrtJ,0.462,0.15,8,-13.531,1,0.0522,0.984,0.000902,0.105,0.19,98.66,207600,3
19,The Way You Look Tonight,Got You on My Mind,Madeleine Peyroux,2004,51,4YzVZ67bjyhs1BylmBZDzx,0.569,0.391,8,-12.264,1,0.0452,0.674,0.000182,0.173,0.509,100.998,182509,4
20,"Non, je ne regrette rien",Eternelle,Édith Piaf,1987-10-31,63,3dkIE8P7hvl3tHl9KSb6dA,0.382,0.354,7,-6.595,1,0.0289,0.858,3.11e-06,0.168,0.435,87.018,142280,4
21,I Fall In Love Too Easily,Chet Baker Sings,Chet Baker,1956,61,0F845nujLVqCb0XMZCh5Pc,0.532,0.0657,0,-19.136,0,0.0406,0.94,0.00488,0.0946,0.292,128.607,201440,4
22,Turn Me On,Come Away With Me (Deluxe Edition),Norah Jones,2002-02-22,53,7DjrC3oBl57gH13aZ7tCVo,0.544,0.168,10,-10.915,1,0.0378,0.893,0.0,0.126,0.458,85.852,154800,3
23,If You Love Me,Sunset In The Blue,Melody Gardot,2020-10-23,56,7i9RIEuPvpQ8NtfI0dSJeK,0.235,0.213,0,-14.154,0,0.0358,0.869,0.0938,0.1,0.134,181.897,274398,3
24,I'll Never Smile Again,The Seventeen Number Ones,Tommy Dorsey,1990-07-17,58,2Pi0rY9FcbaecqO0AyhXbu,0.307,0.144,0,-16.383,1,0.0286,0.993,0.776,0.418,0.0645,85.827,189467,4
25,What A Wonderful World,Wonderful World,Eva Cassidy,2004,47,2z7xDZymSVJq8f2Pn7V41V,0.59,0.166,2,-13.299,1,0.0302,0.862,0.00234,0.168,0.111,75.95,260507,3
26,April In Paris,All Or Nothing At All,Billie Holiday,1958-01-01,58,34zhjduFdQFhkRUJ230h9T,0.496,0.127,0,-14.211,1,0.0382,0.927,7.07e-05,0.132,0.211,74.746,185587,4
27,What A Diff'rence A Day Made,What A Diff'rence A Day Makes! (Expanded Edition),Dinah Washington,1959-02-19,62,66iKqUazBbTlAEjcZrpDkD,0.387,0.117,0,-17.803,1,0.0299,0.925,0.000171,0.109,0.166,93.575,151867,4
28,Fever,Things Are Swingin',Peggy Lee,1959-05-04,59,3aPlQWU07jGgyHaBHVS5TS,0.838,0.171,4,-12.614,0,0.0729,0.23,0.0,0.11,0.397,135.925,199600,4
29,My Foolish Heart,Waltz For Debby [Original Jazz Classics Remasters] (OJC Remaster),Bill Evans Trio,1961,59,6yKkA8HzwWTZ5taIMaG4Nm,0.395,0.121,9,-23.427,1,0.0327,0.935,0.397,0.697,0.139,114.521,297320,4
30,My Way,My Way (Expanded Edition),Frank Sinatra,1969-03,70,3spdoTYpuCpmq19tuD0bOe,0.401,0.381,2,-7.458,1,0.0274,0.7,0.0,0.122,0.229,75.454,276800,4
31,The Summer Wind,Half The Perfect World,Madeleine Peyroux,2006-01-01,54,4mp28AMgYCgrkfJMSYtl3C,0.658,0.22,8,-14.99,1,0.0335,0.9,0.401,0.118,0.228,99.689,234107,4
32,Koop Island Blues,Koop Islands,Koop,2007-06-05,47,75sAWnVBYaaYs1mWbB05Qg,0.571,0.542,10,-9.033,0,0.0304,0.727,0.0339,0.373,0.539,158.001,272760,4
33,Sous le ciel de Paris,Chansons,Jill Barber,2013-01-29,54,3IyikwjDC5J3RO1z1xbyIx,0.392,0.226,9,-13.159,0,0.0372,0.9,0.0,0.0829,0.499,189.37,200173,3
34,I Don't Want To Set The World On Fire,The Anthology,The Ink Spots,1998-06-16,66,777zXDJpBufzttU4AJ2dGO,0.445,0.146,5,-16.064,1,0.0333,0.962,1.05e-05,0.249,0.332,86.637,181067,4
35,Morning Sun,Currency Of Man,Melody Gardot,2015-06-01,60,7aoJg1wQEqMx1t875H5fww,0.514,0.261,1,-14.968,1,0.0436,0.764,0.128,0.0911,0.201,134.811,305266,4
36,The Lemonade Song,The Lemonade Song,Pink Martini,2020-08-21,54,4ewmxtDhxwZGFmMUJcMC5y,0.755,0.428,0,-9.325,1,0.0761,0.694,2e-05,0.107,0.643,116.781,154871,4
37,Cheek To Cheek,The Complete Ella And Louis On Verve,Ella Fitzgerald,1997-05-20,62,33jt3kYWjQzqn3xyYQ5ZEh,0.663,0.264,0,-14.571,1,0.0914,0.706,0.0,0.1,0.657,122.482,354533,4
38,"Moon River (From ""Breakfast at Tiffany's"")",Moon River And Other Great Movie Themes,Andy Williams,1962,61,24AIahNHzBxm9S12peXbnG,0.281,0.212,6,-15.513,1,0.031,0.86,7.73e-05,0.119,0.195,95.555,162893,3
39,I'll Be Seeing You,Billie Holiday,Billie Holiday,1957-01-01,62,4smkJW6uzoHxGReZqqwHS5,0.355,0.0304,1,-20.479,1,0.0361,0.989,0.0555,0.116,0.188,90.495,211533,3
40,La mer,Disque D'or,Charles Trenet,1992,52,1ZK8WJqkD1XhEYI1AlkMHG,0.241,0.168,0,-16.267,1,0.0442,0.965,0.114,0.373,0.556,84.749,201840,3
41,Vem vet?,Lisa Ekdahl,Lisa Ekdahl,1994-02-21,48,0oKOAL9nhFMieApXNLYkZ8,0.758,0.609,9,-6.568,0,0.0376,0.422,1.33e-06,0.124,0.734,125.949,183413,4
42,Come Away With Me,Come Away With Me (Deluxe Edition),Norah Jones,2002-02-22,57,52FKX00U3PnzrBQmbMTB8b,0.38,0.119,0,-14.246,1,0.0332,0.911,2.4e-06,0.149,0.156,163.139,198227,4
43,September In The Rain,September In The Rain,Dinah Washington,1961-01-01,59,2csA2nDUNR5TfQEn1I7nt4,0.401,0.213,1,-13.124,1,0.0545,0.346,1.05e-05,0.0596,0.678,110.611,129333,4
44,Beyond the Sea (La Mer),Gypsy Jazz Caravan III,Gypsy Jazz Caravan,2013-03-12,45,5yziqHyYHiLDe2Ht85r6Rz,0.568,0.225,0,-16.413,1,0.0498,0.61,0.0577,0.0596,0.592,136.044,267573,4
45,J'ai Deux Amours,Careless Love,Madeleine Peyroux,2004-01-01,51,5zmRnxJCiY2kqrWd28bBnd,0.502,0.226,0,-9.997,1,0.0364,0.943,3.64e-06,0.142,0.266,86.357,174133,4
46,Trubbel,Monica - Monica,Monica Zetterlund,1971,36,7xjucUUNrRgwW49fLmU91q,0.404,0.389,10,-12.753,0,0.0551,0.817,0.0,0.123,0.505,88.178,264920,4
47,More - Remastered 2004,The Legendary Bobby Darin,Bobby Darin,2004-09-28,59,7gxW8hMXEUkc1G3m7z9vei,0.498,0.484,5,-8.74,0,0.0315,0.481,0.0,0.243,0.691,152.498,145933,4
48,Petite fleur,Chansons,Jill Barber,2013-01-29,60,6Xy0TKhM0Ytjt65QuVEN67,0.616,0.214,9,-9.634,0,0.0329,0.86,0.000164,0.0945,0.447,114.99,163187,4
49,Ou Est Ma Tete?,Splendor in the Grass,Pink Martini,2009,54,30N6mzmZPQ0fUGW59krTc0,0.771,0.458,7,-7.652,1,0.0328,0.694,0.000131,0.0784,0.707,109.084,252653,4
0,Beautiful Girls,Beautiful Girls,Sean Kingston,2007-07-23,77,1hGy2eLcmC8eKx7qr1tOqx,0.762,0.661,1,-6.075,0,0.0687,0.15,0,0.256,0.769,130.009,225373,4
1,Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),Usher,2004-03-23,81,5rb9QrpfcKFHM1EUbSIurX,0.894,0.791,2,-4.699,1,0.112,0.0183,0,0.0388,0.583,105.018,250373,4
2,Bad Religion,channel ORANGE,Frank Ocean,2012-07-10,63,2pMPWE7PJH1PizfgGRMnR9,0.359,0.367,9,-7.684,1,0.0335,0.738,1.43e-06,0.0736,0.104,83.331,175453,4
3,If I Were a Boy,I AM...SASHA FIERCE - Platinum Edition,Beyoncé,2008,67,1oQZk2bKBLgP1cbuFKvjkq,0.63,0.504,6,-6.152,1,0.0334,0.0953,0,0.308,0.487,89.946,249867,4
4,Earned It (Fifty Shades Of Grey),Beauty Behind The Madness,The Weeknd,2015-08-28,72,4frLb7nWtsz2ymBE6k2GRP,0.659,0.291,2,-8.275,0,0.0348,0.405,0,0.0771,0.406,119.829,277680,3
5,I Hate U,I Hate U,SZA,2021-12-03,82,5dXWFMwD7I7zXsInONVl0H,0.535,0.388,7,-9.805,0,0.155,0.507,0,0.11,0.412,106.703,174000,5
6,Kiss Me Thru The Phone,iSouljaBoyTellem,Soulja Boy,2008-01-01,76,2q4rjDy9WhaN3o9MvDbO21,0.758,0.712,7,-3.781,1,0.112,0.0185,0,0.0677,0.795,149.998,193387,4
7,Suga Suga,Tha Smokin' Nephew,Baby Bash,2003-01-01,73,6Nq5lE0CeOAAAqN4qhkbZU,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,239027,4
8,"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",Floor Seats,A$AP Ferg,2019-08-16,74,5oady7OSE7dH7LHiqmb3Cr,0.737,0.597,7,-7.333,1,0.119,0.292,0,0.13,0.449,92.049,222987,4
9,Because Of You,Because Of You,Ne-Yo,2007-01-01,74,6CFPFnS9EcLs2I0nWqtWci,0.81,0.538,0,-5.784,0,0.0356,0.528,0,0.0951,0.828,109.97,266840,4
10,Dead Man Walking,Dead Man Walking,Brent Faiyaz,2020-09-18,75,5VlTQnZO89Ioku8ssdbqJk,0.505,0.267,9,-13.763,0,0.05,0.279,0,0.096,0.439,143.929,247080,4
11,Godspeed,Blonde,Frank Ocean,2016-08-20,73,34xTFwjPQ1dC6uJmleno7x,0.421,0.0952,6,-12.561,1,0.0479,0.931,0.000201,0.126,0.0773,109.698,177922,4
12,DJ Got Us Fallin' In Love (feat. Pitbull),Raymond v Raymond (Expanded Edition),Usher,2010-03-30,78,4356Typ82hUiFAynbLYbPn,0.663,0.861,7,-3.398,0,0.109,0.0338,0,0.082,0.654,119.963,220800,4
13,Heartbreak Anniversary,TAKE TIME,Giveon,2020-03-27,81,3FAJ6O0NOHQV8Mc5Ri6ENp,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,198371,3
14,What You Heard,What You Heard,Sonder,2019-02-22,70,3a3dQOO19moXPeTt2PomoT,0.429,0.371,2,-9.017,0,0.0327,0.546,5.71e-06,0.104,0.135,137.134,238242,4
15,If I Ain't Got You,The Diary Of Alicia Keys,Alicia Keys,2003-12-02,77,3XVBdLihbNbxUwZosxcGuJ,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,0.166,118.402,228707,3
16,Sure Thing - Remix,Still Ya Pusha,Pusha T,2013-03-16,63,6iclNZVKDyJwVXTjxHUWaV,0.663,0.7,11,-7.819,0,0.239,0.00782,1.09e-05,0.137,0.484,83.951,189832,4
17,All I Need,All I Need,Lloyd,2021-10-05,74,1bpdLkA2MDdMAx043uDIQM,0.721,0.499,10,-9.975,0,0.0338,0.00274,0,0.0914,0.289,126.036,238285,4
18,"Bills, Bills, Bills",The Writing's On The Wall,Destiny's Child,1999-07-27,72,1Oi2zpmL81Q0yScF1zxaC0,0.845,0.576,11,-5.15,0,0.153,0.139,0,0.0764,0.461,127.641,256027,4
19,Loveeeeeee Song,Unapologetic (Deluxe),Rihanna,2012-12-11,70,3DZQ6mzUkAdHqZWzqxBKIK,0.71,0.598,5,-7.598,0,0.0319,0.508,0,0.0971,0.501,119.981,256320,4
20,Chanel,Chanel,Frank Ocean,2017-03-10,78,6Nle9hKrkL1wQpwNfEkxjh,0.776,0.503,0,-5.732,0,0.237,0.874,0,0.112,0.473,110.134,210285,4
21,Get You (feat. Kali Uchis),Freudian,Daniel Caesar,2017-08-25,78,7zFXmv6vqI4qOt4yGf3jYZ,0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038,278180,4
22,Infrunami,The Lo-Fis,Steve Lacy,2020-12-04,74,0f8eRy9A0n6zXpKSHSCAEp,0.826,0.299,9,-7.721,1,0.0446,0.31,0.0952,0.0758,0.215,97.012,178328,4
23,Poison,Poison,Bell Biv DeVoe,1990-01-01,69,6m59VvDUi0UQsB2eZ9wVbH,0.84,0.56,6,-10.53,0,0.21,0.00195,0.00417,0.633,0.775,111.815,261853,4
24,Coming Home,Last Train To Paris,Diddy - Dirty Money,2010-01-01,68,6Iocm6VMu6bVNYwiDoyQFW,0.392,0.839,7,-1.921,1,0.193,0.158,0,0.3,0.232,168.001,238693,4
25,Don't Matter,Konvicted,Akon,2006-01-01,71,7I6DceMT3utDOHjcYCbrr4,0.798,0.443,2,-6.062,1,0.0403,0.244,0,0.326,0.354,125.232,293053,4
26,WFM,WFM,RealestK,2021-10-06,75,1DNA2z7Txysjk3cNz2nDLm,0.437,0.184,1,-17.667,1,0.0313,0.72,0.00253,0.113,0.247,80.088,136000,4
27,For Tonight,For Tonight,Giveon,2021-09-24,79,61Emqg95O9zo1GNOcyxq4Y,0.442,0.517,9,-7.807,1,0.0548,0.0699,0,0.114,0.2,79.867,193822,4
28,Out of Time,Dawn FM,The Weeknd,2022-01-06,81,2SLwbpExuoBDZBpjfefCtV,0.65,0.76,0,-4.422,0,0.0446,0.255,0,0.339,0.838,93.057,214194,4
29,Good Days,Good Days,SZA,2020-12-25,81,3YJJjQPAbDT7mGpX3WtQ9A,0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,279204,4
30,Lost,channel ORANGE,Frank Ocean,2012-07-10,85,3GZD6HmiNUhxXYf8Gch723,0.913,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,234093,4
31,Crazy In Love (feat. Jay-Z),Dangerously In Love,Beyoncé,2003-03-10,72,0TwBtDAWpkpM3srywFVOV5,0.664,0.758,2,-6.583,0,0.21,0.00238,0,0.0598,0.701,99.259,235933,4
32,Let Me Love You,Turning Point,Mario,2004-03-15,66,7GaFYUqP2WdR4KTPk7cXoP,0.686,0.588,7,-8.343,0,0.0554,0.178,0,0.0954,0.617,94.519,249120,4
33,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix","Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]",Ty Dolla $ign,2014-06-10,76,7t2bFihaDvhIrd2gn2CWJO,0.805,0.33,1,-8.712,0,0.1,0.22,0,0.105,0.211,121.97,242983,4
34,Doo Wop (That Thing),The Miseducation of Lauryn Hill,Ms. Lauryn Hill,1998-08-25,72,0uEp9E98JB5awlA084uaIg,0.535,0.505,2,-8.926,0,0.245,0.0393,0,0.0923,0.495,99.935,320267,4
35,Say My Name,The Writing's On The Wall,Destiny's Child,1999-07-27,74,7H6ev70Weq6DdpZyyTmUXk,0.713,0.678,5,-3.525,0,0.102,0.273,0,0.149,0.734,138.009,271333,4
36,So Sick,In My Own Words,Ne-Yo,2006-01-01,75,6brl7bwOHmGFkNw3MBqssT,0.452,0.574,6,-8.336,1,0.31,0.246,0,0.189,0.58,92.791,207187,4
37,Wicked Games - Original,House Of Balloons (Original),The Weeknd,2011-03-21,60,00aqkszH1FdUiJJWvX6iEl,0.606,0.57,9,-6.684,1,0.032,0.0217,8.47e-06,0.301,0.258,114.033,325305,4
38,Wild Thoughts (feat. Rihanna & Bryson Tiller),Grateful,DJ Khaled,2017-06-22,71,1OAh8uOEOvTDqkKFsKksCi,0.671,0.672,0,-3.094,0,0.0688,0.0329,0,0.118,0.632,97.979,204173,4
39,Last Call,Last Call,Khalid,2022-03-03,75,7k0wVBW3cvV6Xmb87JikIf,0.553,0.727,5,-6.905,1,0.0348,0.0254,0.0113,0.107,0.286,173.972,191376,4
40,Under The Influence,Indigo (Extended),Chris Brown,2019-10-04,73,5IgjP7X4th6nMNDh4akUHb,0.733,0.69,9,-5.529,0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,184613,4
41,Drama (feat. Drake),Exis,Roy Woods,2015-07-31,74,0PXp9QxBfSKGGpWUNaws2X,0.709,0.362,11,-9.814,1,0.055,0.157,0,0.109,0.113,122.043,251860,4
42,Girl With The Tattoo Enter.lewd,All I Want Is You,Miguel,2010-11-26,73,1eUGmzzvahJjOSWgDHuRlv,0.372,0.239,6,-11.314,0,0.0296,0.856,0.000175,0.168,0.127,113.451,102813,4
43,lost souls (with Brent Faiyaz),The Melodic Blue,Baby Keem,2021-09-22,76,02rdXe0KhMe8p6ZHzYtuw0,0.649,0.347,1,-7.67,0,0.404,0.485,3.24e-05,0.154,0.176,169.994,269728,4
44,C U Girl,C U Girl,Steve Lacy,2015-02-15,74,6FBzhcfgGacfXF3AmtfEaX,0.414,0.473,11,-8.911,0,0.116,0.663,0.0523,0.128,0.409,100.0,129698,4
45,No One,As I Am (Expanded Edition),Alicia Keys,2007-11-09,76,6IwKcFdiRQZOWeYNhUiWIv,0.644,0.549,1,-5.415,0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,253813,4
46,7/11,BEYONCÉ [Platinum Edition],Beyoncé,2014-11-24,69,02M6vucOvmRfMxTXDUwRXu,0.747,0.705,9,-5.137,0,0.126,0.0128,0,0.126,0.56,136.024,213507,4
47,Like I Want You,TAKE TIME,Giveon,2020-03-27,74,6qBFSepqLCuh5tehehc1bd,0.678,0.355,10,-7.757,0,0.0627,0.759,7.06e-05,0.114,0.438,119.772,260776,3
48,Renegade,Renegade,Aaryan Shah,2018-03-02,69,3yWF3DqFBNLvf7s4C7mKUm,0.551,0.561,9,-10.408,0,0.0559,0.509,0.367,0.369,0.207,103.118,222576,4
49,Could've Been (feat. Bryson Tiller),I Used To Know Her,H.E.R.,2019-08-30,74,6oEVnWKgPqIEPc53OYDNqG,0.45,0.352,1,-11.733,0,0.267,0.649,3.8e-06,0.249,0.408,102.679,252747,4
0,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude","Bach: Cello Suites Nos. 1, 5 & 6",Johann Sebastian Bach,1983,66,17i5jLpzndlQhbS4SrTd0B,0.275,0.157,7,-18.752,1,0.0636,0.89,0.842,0.186,0.304,73.289,152280,4
1,"The Well-Tempered Clavier: Book 1, BWV 846-869: I. Prelude in C Major, BWV 846",Piano Book (Deluxe Edition),Lang Lang,2019-03-29,59,4SFBV7SRNG2e2kyL1F6kjU,0.221,0.126,0,-25.427,1,0.0447,0.989,0.897,0.102,0.216,133.63,139307,4
2,"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""","Für Elise, Bagatelle No. 25 in A Minor, WoO 59",Ludwig van Beethoven,2015,58,3zLTPuucd3e6TxZnu2dlVS,0.289,0.0306,9,-30.79,0,0.0446,0.987,0.911,0.102,0.118,125.61,212067,3
3,"Suite No. 3 in D Major, BWV 1068: II. Air",Albinoni: Adagio in G minor / Pachelbel: Canon,Berliner Philharmoniker,1984-01-01,58,7h6GoPvGHC9uzZJ8bNvfIq,0.0753,0.07,2,-27.272,1,0.044,0.918,0.947,0.146,0.0625,79.801,365147,4
4,"Pachelbel: Canon and Gigue in D Major for 3 Violins and Continuo, P. 37: I. Canon (Orchestral Version)",Relax,Various Artists,2008-09-08,0,5x3TUfYzgZIdt0Kaop64ss,0.13,0.158,2,-16.132,1,0.035,0.748,0.924,0.1,0.0998,85.031,302093,4
5,"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",Handel Sarabande,George Frideric Handel,2002,63,1upQiytDIEZfl9ItruoXuC,0.0939,0.0336,2,-24.041,0,0.0606,0.927,0.83,0.0954,0.0516,67.359,207267,3
6,Gnossienne No. 1,Gnossienne No. 1,Erik Satie,2013,62,5fdp9rXfEixCGLM1Og4EN1,0.376,0.00579,5,-31.615,0,0.0576,0.996,0.944,0.0882,0.0369,71.827,296480,4
7,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",Songs from the Arc of Life,Yo-Yo Ma,2015-09-18,66,0jOnZhF75V68VsBObWx2XO,0.169,0.0161,9,-31.034,0,0.0442,0.986,0.86,0.0805,0.0573,128.143,174267,3
8,"Suite bergamasque, L. 75: III. Clair de lune","Debussy: Suite bergamasque, L. 75, 3. Clair de lune",Claude Debussy,2018-07-27,64,1cmigB9I6IRpFqjIbzvSQB,0.335,0.00501,1,-33.366,1,0.0451,0.993,0.919,0.0618,0.0383,132.085,294960,3
9,Meditation: Méditation from Thaïs,Szymanowski: Violin Concerto No.1,Nicola Benedetti,2005-01-01,0,6Uk28Hs2MulezLxMrd1rBD,0.205,0.0686,4,-23.415,0,0.0462,0.873,0.402,0.0909,0.0359,90.779,337253,1
10,"An der schönen blauen Donau, Op.314","Strauss, J.: An der schönen blauen Donau (The Blue Danube)",Johann Strauss II,1982-01-01,0,0dzl6bBvsIAfHLlTbBObTW,0.233,0.0252,2,-24.824,1,0.0346,0.975,0.604,0.143,0.0936,94.736,707173,4
11,"Danse Macabre, Op.40, R.171",Danse Macabre,Orchestre Symphonique de Montréal,2016-10-14,0,0pCHzhuRt6kOU3FUEG3HnC,0.371,0.131,2,-23.899,1,0.0413,0.898,0.925,0.0847,0.0655,105.328,442693,4
12,Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto. Sehr langsam,Mahler : Symphony No.5,Gustav Mahler,1998-08-14,55,0cqcRqZgkNHanWQ8slYA0v,0.0783,0.0523,5,-23.247,1,0.0471,0.896,0.945,0.0806,0.0327,82.015,583293,4
13,The Lark Ascending,The Lark Ascending,Tasmin Little,2013-11-05,5,2kAgCRZPG3YQR2VMqRvLmb,0.0811,0.0122,4,-32.654,0,0.0511,0.902,0.308,0.0648,0.0384,74.554,935360,4
14,"Piano Concerto No.3 in C, Op.26: 1. Andante - Allegro",Tchaikovsky: Piano Concerto No.1; Prokofiev: Piano Concerto No.3,Behzod Abduraimov,2014-01-01,47,3QqPgzOcv9titKufFR0gsQ,0.353,0.254,0,-16.205,1,0.0349,0.948,0.859,0.0843,0.0986,133.808,564640,4
15,"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",Rachmaninov: Piano Concerto No.2,Sergei Rachmaninoff,2012-01-01,57,4rrrn8OLrttq7r9RgNXalU,0.194,0.0545,4,-24.877,1,0.0366,0.983,0.945,0.0551,0.0385,140.966,644273,4
16,Rodrigo: Concierto de Aranjuez: II. Adagio,Aranjuez,Thibaut García,2020-10-02,52,0k6P9cdEA9K3k0ASde2Kof,0.253,0.098,11,-19.878,0,0.0437,0.93,0.862,0.122,0.062,84.865,640267,4
17,"Rhapsody on a Theme of Paganini, Op. 43: Variation No. 18 Andante cantabile",Rachmaninov Variations,Sergei Rachmaninoff,2015-08-28,53,419qlOGNXoyICx4jO0hqaj,0.205,0.0525,1,-23.841,1,0.0327,0.98,0.906,0.103,0.0511,88.316,174653,4
18,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto","Beethoven: Piano Sonatas, Vol.3",Ludwig van Beethoven,2007-09-25,67,3DNRdudZ2SstnDCVKFdXxG,0.184,0.00527,1,-37.264,0,0.0432,0.995,0.887,0.173,0.151,170.612,315427,3
19,Scheherazade: The Tale of the Kalendar Prince,Rimsky-Korsakov: Scheherezade,Nikolai Rimsky-Korsakov,1999-02-01,54,04eShjKTWijeJJqGnhxpYK,0.235,0.0639,11,-24.404,0,0.049,0.962,0.603,0.466,0.0781,120.736,200360,3
20,"Elgar: Cello Concerto in E Minor, Op. 85: I. Adagio - Moderato",Impressions,Jacqueline du Pré,1988-08-08,49,5pjDwtMPly0cNMbuGXhUOI,0.148,0.0722,4,-25.217,0,0.0427,0.944,0.148,0.115,0.0467,87.882,478573,4
21,"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato",Tchaikovsky & Grieg: Piano Concertos,Denis Kozhukhin,2016-04-01,48,0QTaXZRWdzfPdssiQThdCL,0.312,0.0465,9,-26.438,0,0.0378,0.981,0.9,0.0872,0.0371,130.303,766213,3
22,"Ständchen in D Minor (After Schubert), S. 560",Liszt,Franz Liszt,2011-08-23,52,3GecLjGMqzjmgkvy2v41Wf,0.341,0.0142,2,-28.293,1,0.0388,0.993,0.921,0.113,0.0384,76.382,357747,1
23,"Liebestraum No. 3 in A-Flat Major, S. 541 / 3",Liszt - My Piano Hero,Franz Liszt,2011-08-22,59,2u9VGZmVz7Rm01SfDgzcfA,0.279,0.0292,8,-26.804,1,0.0406,0.987,0.902,0.104,0.0338,136.732,293147,3
24,"Andante festivo for Strings and Timpani, JS 34b",Sibelius: Music From Timo Koivusalo's Film,Jean Sibelius,2003-09-01,48,3af6PvJHP8XlFMWeuN7bF8,0.113,0.161,7,-20.046,1,0.0442,0.484,0.928,0.16,0.0365,65.062,337840,4
